Time(s),Amplitude
3.865208333333333135e-01,-6.835937500000000000e-03
3.865416666666666723e-01,-8.789062500000000000e-03
3.865624999999999756e-01,6.607055664062500000e-03
3.865833333333333344e-01,2.830505371093750000e-02
3.866041666666666932e-01,2.116394042968750000e-02
3.866249999999999964e-01,-1.480102539062500000e-03
3.866458333333333552e-01,-2.075195312500000000e-03
3.866666666666666585e-01,6.408691406250000000e-03
3.866875000000000173e-01,1.142883300781250000e-02
3.867083333333333206e-01,1.805114746093750000e-02
3.867291666666666794e-01,1.808166503906250000e-02
3.867499999999999827e-01,1.766967773437500000e-02
3.867708333333333415e-01,2.192687988281250000e-02
3.867916666666666448e-01,1.744079589843750000e-02
3.868125000000000036e-01,1.200866699218750000e-02
3.868333333333333068e-01,2.255249023437500000e-02
3.868541666666666656e-01,3.988647460937500000e-02
3.868750000000000244e-01,4.437255859375000000e-02
3.868958333333333277e-01,3.495788574218750000e-02
3.869166666666666865e-01,2.525329589843750000e-02
3.869374999999999898e-01,1.475524902343750000e-02
3.869583333333333486e-01,6.362915039062500000e-03
3.869791666666666519e-01,2.325439453125000000e-02
3.870000000000000107e-01,5.294799804687500000e-02
3.870208333333333139e-01,5.867004394531250000e-02
3.870416666666666727e-01,4.377746582031250000e-02
3.870624999999999760e-01,1.640319824218750000e-02
3.870833333333333348e-01,-1.181030273437500000e-02
3.871041666666666936e-01,-2.761840820312500000e-03
3.871249999999999969e-01,3.485107421875000000e-02
3.871458333333333557e-01,6.008911132812500000e-02
3.871666666666666590e-01,6.379699707031250000e-02
3.871875000000000178e-01,3.822326660156250000e-02
3.872083333333333210e-01,5.142211914062500000e-03
3.872291666666666798e-01,9.933471679687500000e-03
3.872499999999999831e-01,3.146362304687500000e-02
3.872708333333333419e-01,3.910827636718750000e-02
3.872916666666666452e-01,4.783630371093750000e-02
3.873125000000000040e-01,4.975891113281250000e-02
3.873333333333333073e-01,4.168701171875000000e-02
3.873541666666666661e-01,4.336547851562500000e-02
3.873750000000000249e-01,4.531860351562500000e-02
3.873958333333333282e-01,4.405212402343750000e-02
3.874166666666666869e-01,4.719543457031250000e-02
3.874374999999999902e-01,3.546142578125000000e-02
3.874583333333333490e-01,1.513671875000000000e-02
3.874791666666666523e-01,1.406860351562500000e-02
3.875000000000000111e-01,2.597045898437500000e-02
3.875208333333333144e-01,3.785705566406250000e-02
3.875416666666666732e-01,4.290771484375000000e-02
3.875624999999999765e-01,3.570556640625000000e-02
3.875833333333333353e-01,2.291870117187500000e-02
3.876041666666666941e-01,1.242065429687500000e-02
3.876249999999999973e-01,1.499938964843750000e-02
3.876458333333333561e-01,2.935791015625000000e-02
3.876666666666666594e-01,3.405761718750000000e-02
3.876875000000000182e-01,3.791809082031250000e-02
3.877083333333333215e-01,5.044555664062500000e-02
3.877291666666666803e-01,3.999328613281250000e-02
3.877499999999999836e-01,1.759338378906250000e-02
3.877708333333333424e-01,2.435302734375000000e-02
3.877916666666666456e-01,3.433227539062500000e-02
3.878125000000000044e-01,2.368164062500000000e-02
3.878333333333333077e-01,2.104187011718750000e-02
3.878541666666666665e-01,2.697753906250000000e-02
3.878750000000000253e-01,2.667236328125000000e-02
3.878958333333333286e-01,3.503417968750000000e-02
3.879166666666666874e-01,4.759216308593750000e-02
3.879374999999999907e-01,3.697204589843750000e-02
3.879583333333333495e-01,1.495361328125000000e-02
3.879791666666666528e-01,1.510620117187500000e-02
3.880000000000000115e-01,2.542114257812500000e-02
3.880208333333333148e-01,1.715087890625000000e-02
3.880416666666666736e-01,3.433227539062500000e-03
3.880624999999999769e-01,5.126953125000000000e-03
3.880833333333333357e-01,1.986694335937500000e-02
3.881041666666666390e-01,3.994750976562500000e-02
3.881249999999999978e-01,4.568481445312500000e-02
3.881458333333333566e-01,3.230285644531250000e-02
3.881666666666666599e-01,1.866149902343750000e-02
3.881875000000000187e-01,-1.159667968750000000e-03
3.882083333333333219e-01,-1.976013183593750000e-02
3.882291666666666807e-01,4.882812500000000000e-04
3.882499999999999840e-01,3.550720214843750000e-02
3.882708333333333428e-01,4.049682617187500000e-02
3.882916666666666461e-01,2.915954589843750000e-02
3.883125000000000049e-01,1.548767089843750000e-02
3.883333333333333082e-01,4.699707031250000000e-03
3.883541666666666670e-01,1.266479492187500000e-02
3.883750000000000258e-01,2.180480957031250000e-02
3.883958333333333290e-01,1.905822753906250000e-02
3.884166666666666878e-01,2.209472656250000000e-02
3.884374999999999911e-01,2.362060546875000000e-02
3.884583333333333499e-01,1.718139648437500000e-02
3.884791666666666532e-01,1.953125000000000000e-02
3.885000000000000120e-01,2.804565429687500000e-02
3.885208333333333153e-01,2.748107910156250000e-02
3.885416666666666741e-01,1.448059082031250000e-02
3.885624999999999774e-01,-1.953125000000000000e-03
3.885833333333333361e-01,-4.562377929687500000e-03
3.886041666666666394e-01,4.882812500000000000e-03
3.886249999999999982e-01,1.786804199218750000e-02
3.886458333333333570e-01,3.504943847656250000e-02
3.886666666666666603e-01,3.860473632812500000e-02
3.886875000000000191e-01,2.174377441406250000e-02
3.887083333333333224e-01,1.141357421875000000e-02
3.887291666666666812e-01,1.370239257812500000e-02
3.887499999999999845e-01,1.683044433593750000e-02
3.887708333333333433e-01,1.556396484375000000e-02
3.887916666666666465e-01,6.973266601562500000e-03
3.888125000000000053e-01,1.127624511718750000e-02
3.888333333333333086e-01,2.908325195312500000e-02
3.888541666666666674e-01,2.333068847656250000e-02
3.888750000000000262e-01,4.577636718750000000e-05
3.888958333333333295e-01,-9.201049804687500000e-03
3.889166666666666883e-01,-8.422851562500000000e-03
3.889374999999999916e-01,5.249023437500000000e-03
3.889583333333333504e-01,2.593994140625000000e-02
3.889791666666666536e-01,1.657104492187500000e-02
3.890000000000000124e-01,-1.396179199218750000e-02
3.890208333333333157e-01,-1.872253417968750000e-02
3.890416666666666745e-01,6.774902343750000000e-03
3.890624999999999778e-01,3.103637695312500000e-02
3.890833333333333366e-01,2.810668945312500000e-02
3.891041666666666399e-01,4.272460937500000000e-03
3.891249999999999987e-01,-1.477050781250000000e-02
3.891458333333333575e-01,-2.262878417968750000e-02
3.891666666666666607e-01,-1.547241210937500000e-02
3.891875000000000195e-01,1.004028320312500000e-02
3.892083333333333228e-01,3.216552734375000000e-02
3.892291666666666816e-01,3.280639648437500000e-02
3.892499999999999849e-01,1.660156250000000000e-02
3.892708333333333437e-01,-8.651733398437500000e-03
3.892916666666666470e-01,-2.330017089843750000e-02
3.893125000000000058e-01,-1.460266113281250000e-02
3.893333333333333091e-01,4.409790039062500000e-03
3.893541666666666679e-01,1.902770996093750000e-02
3.893750000000000266e-01,2.250671386718750000e-02
3.893958333333333299e-01,2.079772949218750000e-02
3.894166666666666887e-01,1.560974121093750000e-02
3.894374999999999920e-01,-6.256103515625000000e-03
3.894583333333333508e-01,-2.221679687500000000e-02
3.894791666666666541e-01,-8.605957031250000000e-03
3.895000000000000129e-01,2.151489257812500000e-03
3.895208333333333162e-01,-5.340576171875000000e-04
3.895416666666666750e-01,3.814697265625000000e-03
3.895624999999999782e-01,-9.826660156250000000e-03
3.895833333333333370e-01,-3.616333007812500000e-02
3.896041666666666403e-01,-2.935791015625000000e-02
3.896249999999999991e-01,-3.768920898437500000e-03
3.896458333333333579e-01,1.670837402343750000e-02
3.896666666666666612e-01,3.005981445312500000e-02
3.896875000000000200e-01,1.426696777343750000e-02
3.897083333333333233e-01,-1.527404785156250000e-02
3.897291666666666821e-01,-2.340698242187500000e-02
3.897499999999999853e-01,-1.879882812500000000e-02
3.897708333333333441e-01,3.814697265625000000e-03
3.897916666666666474e-01,3.875732421875000000e-02
3.898125000000000062e-01,3.817749023437500000e-02
3.898333333333333095e-01,1.341247558593750000e-02
3.898541666666666683e-01,1.007080078125000000e-03
3.898750000000000271e-01,-7.324218750000000000e-03
3.898958333333333304e-01,3.143310546875000000e-03
3.899166666666666892e-01,3.457641601562500000e-02
3.899374999999999925e-01,3.614807128906250000e-02
3.899583333333333512e-01,1.130676269531250000e-02
3.899791666666666545e-01,-4.592895507812500000e-03
3.900000000000000133e-01,-1.496887207031250000e-02
3.900208333333333166e-01,-5.813598632812500000e-03
3.900416666666666754e-01,2.426147460937500000e-02
3.900624999999999787e-01,3.341674804687500000e-02
3.900833333333333375e-01,1.292419433593750000e-02
3.901041666666666408e-01,-9.475708007812500000e-03
3.901249999999999996e-01,-1.464843750000000000e-02
3.901458333333333584e-01,8.850097656250000000e-04
3.901666666666666616e-01,1.705932617187500000e-02
3.901875000000000204e-01,1.597595214843750000e-02
3.902083333333333237e-01,4.837036132812500000e-03
3.902291666666666825e-01,-3.097534179687500000e-03
3.902499999999999858e-01,1.441955566406250000e-02
3.902708333333333446e-01,4.272460937500000000e-02
3.902916666666666479e-01,2.919006347656250000e-02
3.903125000000000067e-01,-5.340576171875000000e-03
3.903333333333333099e-01,-9.521484375000000000e-03
3.903541666666666687e-01,1.281738281250000000e-03
3.903750000000000275e-01,2.003479003906250000e-02
3.903958333333333308e-01,4.273986816406250000e-02
3.904166666666666896e-01,2.568054199218750000e-02
3.904374999999999929e-01,-2.487182617187500000e-03
3.904583333333333517e-01,7.797241210937500000e-03
3.904791666666666550e-01,1.977539062500000000e-02
3.905000000000000138e-01,1.872253417968750000e-02
3.905208333333333171e-01,2.059936523437500000e-02
3.905416666666666758e-01,5.081176757812500000e-03
3.905624999999999791e-01,-2.838134765625000000e-03
3.905833333333333379e-01,1.986694335937500000e-02
3.906041666666666412e-01,3.042602539062500000e-02
3.906250000000000000e-01,2.880859375000000000e-02
3.906458333333333588e-01,2.429199218750000000e-02
3.906666666666666621e-01,-1.647949218750000000e-03
3.906875000000000209e-01,-6.744384765625000000e-03
3.907083333333333242e-01,1.757812500000000000e-02
3.907291666666666829e-01,1.026916503906250000e-02
3.907499999999999862e-01,-7.873535156250000000e-03
3.907708333333333450e-01,-2.716064453125000000e-03
3.907916666666666483e-01,-1.617431640625000000e-03
3.908125000000000071e-01,8.361816406250000000e-03
3.908333333333333104e-01,2.282714843750000000e-02
3.908541666666666692e-01,-2.960205078125000000e-03
3.908749999999999725e-01,-2.902221679687500000e-02
3.908958333333333313e-01,-1.123046875000000000e-02
3.909166666666666901e-01,1.695251464843750000e-02
3.909374999999999933e-01,3.395080566406250000e-02
3.909583333333333521e-01,2.503967285156250000e-02
3.909791666666666554e-01,-1.626586914062500000e-02
3.910000000000000142e-01,-3.507995605468750000e-02
3.910208333333333175e-01,-8.346557617187500000e-03
3.910416666666666763e-01,2.275085449218750000e-02
3.910624999999999796e-01,3.549194335937500000e-02
3.910833333333333384e-01,2.511596679687500000e-02
3.911041666666666416e-01,-4.669189453125000000e-03
3.911250000000000004e-01,-2.488708496093750000e-02
3.911458333333333592e-01,-2.447509765625000000e-02
3.911666666666666625e-01,-1.721191406250000000e-02
3.911875000000000213e-01,-8.956909179687500000e-03
3.912083333333333246e-01,3.631591796875000000e-03
3.912291666666666834e-01,1.576232910156250000e-02
3.912499999999999867e-01,3.204345703125000000e-04
3.912708333333333455e-01,-3.613281250000000000e-02
3.912916666666666488e-01,-3.881835937500000000e-02
3.913125000000000075e-01,-3.784179687500000000e-03
3.913333333333333108e-01,2.256774902343750000e-02
3.913541666666666696e-01,2.346801757812500000e-02
3.913749999999999729e-01,-6.195068359375000000e-03
3.913958333333333317e-01,-3.958129882812500000e-02
3.914166666666666905e-01,-2.775573730468750000e-02
3.914374999999999938e-01,7.553100585937500000e-03
3.914583333333333526e-01,1.979064941406250000e-02
3.914791666666666559e-01,1.377868652343750000e-02
3.915000000000000147e-01,-1.054382324218750000e-02
3.915208333333333179e-01,-4.075622558593750000e-02
3.915416666666666767e-01,-3.840637207031250000e-02
3.915624999999999800e-01,-1.820373535156250000e-02
3.915833333333333388e-01,-1.129150390625000000e-03
3.916041666666666421e-01,1.989746093750000000e-02
3.916250000000000009e-01,1.113891601562500000e-02
3.916458333333333597e-01,-3.001403808593750000e-02
3.916666666666666630e-01,-3.970336914062500000e-02
3.916875000000000218e-01,-1.414489746093750000e-02
3.917083333333333250e-01,7.507324218750000000e-03
3.917291666666666838e-01,1.762390136718750000e-02
3.917499999999999871e-01,6.942749023437500000e-03
3.917708333333333459e-01,-1.647949218750000000e-02
3.917916666666666492e-01,-1.921081542968750000e-02
3.918125000000000080e-01,-5.935668945312500000e-03
3.918333333333333113e-01,1.846313476562500000e-03
3.918541666666666701e-01,3.280639648437500000e-03
3.918749999999999734e-01,-8.422851562500000000e-03
3.918958333333333321e-01,-2.256774902343750000e-02
3.919166666666666909e-01,-1.336669921875000000e-02
3.919374999999999942e-01,1.022338867187500000e-03
3.919583333333333530e-01,-1.968383789062500000e-03
3.919791666666666563e-01,-7.385253906250000000e-03
3.920000000000000151e-01,-1.457214355468750000e-02
3.920208333333333184e-01,-3.408813476562500000e-02
3.920416666666666772e-01,-4.072570800781250000e-02
3.920624999999999805e-01,-2.012634277343750000e-02
3.920833333333333393e-01,-2.853393554687500000e-03
3.921041666666666425e-01,-8.041381835937500000e-03
3.921250000000000013e-01,-2.627563476562500000e-02
3.921458333333333601e-01,-4.220581054687500000e-02
3.921666666666666634e-01,-4.045104980468750000e-02
3.921875000000000222e-01,-2.661132812500000000e-02
3.922083333333333255e-01,-1.847839355468750000e-02
3.922291666666666843e-01,-1.126098632812500000e-02
3.922499999999999876e-01,-5.416870117187500000e-03
3.922708333333333464e-01,-1.345825195312500000e-02
3.922916666666666496e-01,-2.210998535156250000e-02
3.923125000000000084e-01,-2.430725097656250000e-02
3.923333333333333117e-01,-3.140258789062500000e-02
3.923541666666666705e-01,-2.246093750000000000e-02
3.923749999999999738e-01,6.729125976562500000e-03
3.923958333333333326e-01,1.373291015625000000e-02
3.924166666666666914e-01,-7.385253906250000000e-03
3.924374999999999947e-01,-2.450561523437500000e-02
3.924583333333333535e-01,-2.227783203125000000e-02
3.924791666666666567e-01,3.555297851562500000e-03
3.925000000000000155e-01,2.812194824218750000e-02
3.925208333333333188e-01,1.895141601562500000e-02
3.925416666666666776e-01,-8.590698242187500000e-03
3.925624999999999809e-01,-3.105163574218750000e-02
3.925833333333333397e-01,-3.773498535156250000e-02
3.926041666666666430e-01,-2.085876464843750000e-02
3.926250000000000018e-01,-4.867553710937500000e-03
3.926458333333333606e-01,-1.892089843750000000e-03
3.926666666666666639e-01,1.037597656250000000e-03
3.926875000000000226e-01,-1.986694335937500000e-02
3.927083333333333259e-01,-4.678344726562500000e-02
3.927291666666666847e-01,-1.924133300781250000e-02
3.927499999999999880e-01,1.647949218750000000e-02
3.927708333333333468e-01,9.918212890625000000e-03
3.927916666666666501e-01,8.544921875000000000e-04
3.928125000000000089e-01,-2.033996582031250000e-02
3.928333333333333122e-01,-5.612182617187500000e-02
3.928541666666666710e-01,-3.808593750000000000e-02
3.928749999999999742e-01,6.713867187500000000e-03
3.928958333333333330e-01,1.705932617187500000e-02
3.929166666666666918e-01,2.191162109375000000e-02
3.929374999999999951e-01,1.856994628906250000e-02
3.929583333333333539e-01,-9.841918945312500000e-03
3.929791666666666572e-01,-2.613830566406250000e-02
3.930000000000000160e-01,-2.746582031250000000e-02
3.930208333333333193e-01,-1.527404785156250000e-02
3.930416666666666781e-01,1.564025878906250000e-02
3.930624999999999813e-01,2.507019042968750000e-02
3.930833333333333401e-01,2.284240722656250000e-02
3.931041666666666434e-01,3.256225585937500000e-02
3.931250000000000022e-01,9.841918945312500000e-03
3.931458333333333610e-01,-2.175903320312500000e-02
3.931666666666666643e-01,-1.535034179687500000e-02
3.931875000000000231e-01,-6.378173828125000000e-03
3.932083333333333264e-01,1.487731933593750000e-02
3.932291666666666852e-01,4.882812500000000000e-02
3.932499999999999885e-01,2.606201171875000000e-02
3.932708333333333472e-01,-1.368713378906250000e-02
3.932916666666666505e-01,-1.229858398437500000e-02
3.933125000000000093e-01,-3.158569335937500000e-03
3.933333333333333126e-01,2.650451660156250000e-02
3.933541666666666714e-01,5.752563476562500000e-02
3.933749999999999747e-01,2.507019042968750000e-02
3.933958333333333335e-01,-4.333496093750000000e-03
3.934166666666666923e-01,1.091003417968750000e-02
3.934374999999999956e-01,1.213073730468750000e-02
3.934583333333333544e-01,2.056884765625000000e-02
3.934791666666666576e-01,3.314208984375000000e-02
3.935000000000000164e-01,1.312255859375000000e-03
3.935208333333333197e-01,-1.412963867187500000e-02
3.935416666666666785e-01,5.142211914062500000e-03
3.935624999999999818e-01,1.380920410156250000e-02
3.935833333333333406e-01,3.828430175781250000e-02
3.936041666666666439e-01,5.389404296875000000e-02
3.936250000000000027e-01,1.054382324218750000e-02
3.936458333333333059e-01,-2.781677246093750000e-02
3.936666666666666647e-01,-2.598571777343750000e-02
3.936875000000000235e-01,2.044677734375000000e-03
3.937083333333333268e-01,5.363464355468750000e-02
3.937291666666666856e-01,6.604003906250000000e-02
3.937499999999999889e-01,2.049255371093750000e-02
3.937708333333333477e-01,-1.881408691406250000e-02
3.937916666666666510e-01,-3.819274902343750000e-02
3.938125000000000098e-01,-2.490234375000000000e-02
3.938333333333333131e-01,2.972412109375000000e-02
3.938541666666666718e-01,5.372619628906250000e-02
3.938749999999999751e-01,2.900695800781250000e-02
3.938958333333333339e-01,6.408691406250000000e-03
3.939166666666666927e-01,-5.264282226562500000e-03
3.939374999999999960e-01,1.185607910156250000e-02
3.939583333333333548e-01,5.090332031250000000e-02
3.939791666666666581e-01,5.079650878906250000e-02
3.940000000000000169e-01,1.139831542968750000e-02
3.940208333333333202e-01,-2.949523925781250000e-02
3.940416666666666790e-01,-4.695129394531250000e-02
3.940624999999999822e-01,-1.557922363281250000e-02
3.940833333333333410e-01,2.877807617187500000e-02
3.941041666666666443e-01,4.261779785156250000e-02
3.941250000000000031e-01,3.282165527343750000e-02
3.941458333333333064e-01,-1.051330566406250000e-02
3.941666666666666652e-01,-5.163574218750000000e-02
3.941875000000000240e-01,-2.795410156250000000e-02
3.942083333333333273e-01,1.609802246093750000e-02
3.942291666666666861e-01,3.698730468750000000e-02
3.942499999999999893e-01,4.646301269531250000e-02
3.942708333333333481e-01,1.498413085937500000e-02
3.942916666666666514e-01,-2.389526367187500000e-02
3.943125000000000102e-01,-3.921508789062500000e-03
3.943333333333333135e-01,2.438354492187500000e-02
3.943541666666666723e-01,2.467346191406250000e-02
3.943749999999999756e-01,2.345275878906250000e-02
3.943958333333333344e-01,5.889892578125000000e-03
3.944166666666666932e-01,-5.004882812500000000e-03
3.944374999999999964e-01,1.800537109375000000e-02
3.944583333333333552e-01,2.511596679687500000e-02
3.944791666666666585e-01,1.747131347656250000e-02
3.945000000000000173e-01,2.659606933593750000e-02
3.945208333333333206e-01,1.936340332031250000e-02
3.945416666666666794e-01,-2.822875976562500000e-03
3.945624999999999827e-01,-4.394531250000000000e-03
3.945833333333333415e-01,-2.578735351562500000e-03
3.946041666666666448e-01,-2.563476562500000000e-03
3.946250000000000036e-01,1.112365722656250000e-02
3.946458333333333068e-01,2.220153808593750000e-02
3.946666666666666656e-01,1.593017578125000000e-02
3.946875000000000244e-01,3.204345703125000000e-04
3.947083333333333277e-01,-1.043701171875000000e-02
3.947291666666666865e-01,-9.796142578125000000e-03
3.947499999999999898e-01,1.342773437500000000e-03
3.947708333333333486e-01,1.957702636718750000e-02
3.947916666666666519e-01,3.028869628906250000e-02
3.948125000000000107e-01,2.006530761718750000e-02
3.948333333333333139e-01,7.675170898437500000e-03
3.948541666666666727e-01,1.632690429687500000e-03
3.948749999999999760e-01,-3.540039062500000000e-03
3.948958333333333348e-01,6.927490234375000000e-03
3.949166666666666936e-01,2.323913574218750000e-02
3.949374999999999969e-01,1.261901855468750000e-02
3.949583333333333557e-01,-1.223754882812500000e-02
3.949791666666666590e-01,-2.401733398437500000e-02
3.950000000000000178e-01,-1.351928710937500000e-02
3.950208333333333210e-01,1.322937011718750000e-02
3.950416666666666798e-01,2.169799804687500000e-02
3.950624999999999831e-01,-3.845214843750000000e-03
3.950833333333333419e-01,-2.597045898437500000e-02
3.951041666666666452e-01,-2.938842773437500000e-02
3.951250000000000040e-01,-2.563476562500000000e-02
3.951458333333333073e-01,-7.736206054687500000e-03
3.951666666666666661e-01,1.387023925781250000e-02
3.951875000000000249e-01,9.109497070312500000e-03
3.952083333333333282e-01,-1.527404785156250000e-02
3.952291666666666869e-01,-2.645874023437500000e-02
3.952499999999999902e-01,-1.629638671875000000e-02
3.952708333333333490e-01,2.578735351562500000e-03
3.952916666666666523e-01,1.556396484375000000e-02
3.953125000000000111e-01,1.206970214843750000e-02
3.953333333333333144e-01,-5.691528320312500000e-03
3.953541666666666732e-01,-1.441955566406250000e-02
3.953749999999999765e-01,2.441406250000000000e-04
3.953958333333333353e-01,1.321411132812500000e-02
3.954166666666666941e-01,-2.151489257812500000e-03
3.954374999999999973e-01,-2.734375000000000000e-02
3.954583333333333561e-01,-2.780151367187500000e-02
3.954791666666666594e-01,-6.958007812500000000e-03
3.955000000000000182e-01,6.011962890625000000e-03
3.955208333333333215e-01,-4.272460937500000000e-03
3.955416666666666803e-01,-2.728271484375000000e-02
3.955624999999999836e-01,-3.839111328125000000e-02
3.955833333333333424e-01,-2.398681640625000000e-02
3.956041666666666456e-01,-2.960205078125000000e-03
3.956250000000000044e-01,-2.746582031250000000e-03
3.956458333333333077e-01,-2.264404296875000000e-02
3.956666666666666665e-01,-3.602600097656250000e-02
3.956875000000000253e-01,-1.853942871093750000e-02
3.957083333333333286e-01,1.062011718750000000e-02
3.957291666666666874e-01,1.643371582031250000e-02
3.957499999999999907e-01,8.056640625000000000e-03
3.957708333333333495e-01,-2.151489257812500000e-03
3.957916666666666528e-01,-2.421569824218750000e-02
3.958125000000000115e-01,-3.189086914062500000e-02
3.958333333333333148e-01,-1.676940917968750000e-02
3.958541666666666736e-01,-1.144409179687500000e-02
3.958749999999999769e-01,2.655029296875000000e-03
3.958958333333333357e-01,3.161621093750000000e-02
3.959166666666666390e-01,2.526855468750000000e-02
3.959374999999999978e-01,-3.662109375000000000e-04
3.959583333333333566e-01,-1.051330566406250000e-02
3.959791666666666599e-01,-2.359008789062500000e-02
3.960000000000000187e-01,-1.782226562500000000e-02
3.960208333333333219e-01,1.257324218750000000e-02
3.960416666666666807e-01,1.751708984375000000e-02
3.960624999999999840e-01,1.272583007812500000e-02
3.960833333333333428e-01,1.692199707031250000e-02
3.961041666666666461e-01,3.158569335937500000e-03
3.961250000000000049e-01,4.730224609375000000e-04
3.961458333333333082e-01,1.992797851562500000e-02
3.961666666666666670e-01,2.046203613281250000e-02
3.961875000000000258e-01,2.085876464843750000e-02
3.962083333333333290e-01,2.937316894531250000e-02
3.962291666666666878e-01,1.622009277343750000e-02
3.962499999999999911e-01,4.653930664062500000e-03
3.962708333333333499e-01,9.094238281250000000e-03
3.962916666666666532e-01,1.040649414062500000e-02
3.963125000000000120e-01,1.918029785156250000e-02
3.963333333333333153e-01,2.494812011718750000e-02
3.963541666666666741e-01,1.062011718750000000e-02
3.963749999999999774e-01,4.577636718750000000e-03
3.963958333333333361e-01,9.994506835937500000e-03
3.964166666666666394e-01,4.150390625000000000e-03
3.964374999999999982e-01,-1.220703125000000000e-03
3.964583333333333570e-01,4.501342773437500000e-03
3.964791666666666603e-01,6.164550781250000000e-03
3.965000000000000191e-01,1.876831054687500000e-03
3.965208333333333224e-01,9.323120117187500000e-03
3.965416666666666812e-01,1.754760742187500000e-02
3.965624999999999845e-01,-1.098632812500000000e-03
3.965833333333333433e-01,-1.631164550781250000e-02
3.966041666666666465e-01,-1.571655273437500000e-03
3.966250000000000053e-01,1.141357421875000000e-02
3.966458333333333086e-01,2.442932128906250000e-02
3.966666666666666674e-01,3.602600097656250000e-02
3.966875000000000262e-01,8.758544921875000000e-03
3.967083333333333295e-01,-5.645751953125000000e-03
3.967291666666666883e-01,1.863098144531250000e-02
3.967499999999999916e-01,1.242065429687500000e-02
3.967708333333333504e-01,5.233764648437500000e-03
3.967916666666666536e-01,1.895141601562500000e-02
3.968125000000000124e-01,-1.916503906250000000e-02
3.968333333333333157e-01,-4.640197753906250000e-02
3.968541666666666745e-01,-6.713867187500000000e-03
3.968749999999999778e-01,1.998901367187500000e-03
3.968958333333333366e-01,-8.361816406250000000e-03
3.969166666666666399e-01,1.396179199218750000e-02
3.969374999999999987e-01,5.325317382812500000e-03
3.969583333333333575e-01,-1.083374023437500000e-02
3.969791666666666607e-01,5.905151367187500000e-03
3.970000000000000195e-01,4.028320312500000000e-03
3.970208333333333228e-01,6.057739257812500000e-03
3.970416666666666816e-01,2.383422851562500000e-02
3.970624999999999849e-01,-1.373291015625000000e-04
3.970833333333333437e-01,-2.287292480468750000e-02
3.971041666666666470e-01,-1.016235351562500000e-02
3.971250000000000058e-01,-1.724243164062500000e-03
3.971458333333333091e-01,1.258850097656250000e-02
3.971666666666666679e-01,2.180480957031250000e-02
3.971875000000000266e-01,-5.035400390625000000e-04
3.972083333333333299e-01,-1.281738281250000000e-02
3.972291666666666887e-01,-1.303100585937500000e-02
3.972499999999999920e-01,-1.441955566406250000e-02
3.972708333333333508e-01,5.722045898437500000e-03
3.972916666666666541e-01,1.454162597656250000e-02
3.973125000000000129e-01,-1.892089843750000000e-03
3.973333333333333162e-01,-4.608154296875000000e-03
3.973541666666666750e-01,-1.097106933593750000e-02
3.973749999999999782e-01,-1.797485351562500000e-02
3.973958333333333370e-01,5.355834960937500000e-03
3.974166666666666403e-01,1.701354980468750000e-02
3.974374999999999991e-01,2.441406250000000000e-03
3.974583333333333579e-01,-4.898071289062500000e-03
3.974791666666666612e-01,-9.567260742187500000e-03
3.975000000000000200e-01,1.449584960937500000e-03
3.975208333333333233e-01,3.010559082031250000e-02
3.975416666666666821e-01,2.662658691406250000e-02
3.975624999999999853e-01,-4.425048828125000000e-03
3.975833333333333441e-01,-2.618408203125000000e-02
3.976041666666666474e-01,-3.297424316406250000e-02
3.976250000000000062e-01,-5.310058593750000000e-03
3.976458333333333095e-01,3.329467773437500000e-02
3.976666666666666683e-01,2.125549316406250000e-02
3.976875000000000271e-01,-2.066040039062500000e-02
3.977083333333333304e-01,-3.855895996093750000e-02
3.977291666666666892e-01,-2.754211425781250000e-02
3.977499999999999925e-01,3.341674804687500000e-03
3.977708333333333512e-01,2.848815917968750000e-02
3.977916666666666545e-01,1.637268066406250000e-02
3.978125000000000133e-01,-1.376342773437500000e-02
3.978333333333333166e-01,-2.877807617187500000e-02
3.978541666666666754e-01,-1.754760742187500000e-02
3.978749999999999787e-01,1.535034179687500000e-02
3.978958333333333375e-01,3.788757324218750000e-02
3.979166666666666408e-01,2.044677734375000000e-02
3.979374999999999996e-01,-1.554870605468750000e-02
3.979583333333333584e-01,-2.610778808593750000e-02
3.979791666666666616e-01,-6.103515625000000000e-05
3.980000000000000204e-01,3.164672851562500000e-02
3.980208333333333237e-01,3.565979003906250000e-02
3.980416666666666825e-01,1.782226562500000000e-02
3.980624999999999858e-01,-2.151489257812500000e-03
3.980833333333333446e-01,-1.695251464843750000e-02
3.981041666666666479e-01,-1.239013671875000000e-02
3.981250000000000067e-01,-3.967285156250000000e-04
3.981458333333333099e-01,-1.225280761718750000e-02
3.981666666666666687e-01,-2.490234375000000000e-02
3.981875000000000275e-01,-7.797241210937500000e-03
3.982083333333333308e-01,2.700805664062500000e-03
3.982291666666666896e-01,-3.509521484375000000e-03
3.982499999999999929e-01,-2.471923828125000000e-03
3.982708333333333517e-01,-1.187133789062500000e-02
3.982916666666666550e-01,-2.272033691406250000e-02
3.983125000000000138e-01,-4.745483398437500000e-03
3.983333333333333171e-01,7.019042968750000000e-03
3.983541666666666758e-01,1.983642578125000000e-04
3.983749999999999791e-01,8.178710937500000000e-03
3.983958333333333379e-01,1.568603515625000000e-02
3.984166666666666412e-01,1.757812500000000000e-02
3.984375000000000000e-01,2.757263183593750000e-02
