Frequency(Hz),Magnitude,Power(dB)
2.450800000000000182e+03,6.622116035059785960e-04,-6.358006296146606928e+01
2.451000000000000000e+03,5.848279450850450570e-04,-6.465943618428583761e+01
2.451200000000000273e+03,9.633667766941511655e-04,-6.032416580100161241e+01
2.451400000000000091e+03,8.331672451432447883e-04,-6.158535519940208758e+01
2.451599999999999909e+03,2.784526665713000517e-04,-7.110496925627951725e+01
2.451800000000000182e+03,7.798082556912125591e-04,-6.216024231265687661e+01
2.452000000000000000e+03,9.996294989293699664e-04,-6.000321785880728243e+01
2.452200000000000273e+03,8.644454554015284804e-04,-6.126524708616497605e+01
2.452400000000000091e+03,5.547889810397349779e-04,-6.511744189973481411e+01
2.452599999999999909e+03,8.483356620701737244e-04,-6.142864449369609758e+01
2.452800000000000182e+03,5.177191571451055570e-04,-6.571811361300287047e+01
2.453000000000000000e+03,5.564960897548837208e-04,-6.509075609735252499e+01
2.453200000000000273e+03,1.066048309650229932e-03,-5.944446146779111473e+01
2.453400000000000091e+03,1.414080151813196413e-03,-5.699051885561082287e+01
2.453599999999999909e+03,9.867183423383513868e-04,-6.011613509013570678e+01
2.453800000000000182e+03,2.192216414070711941e-04,-7.318232753432921811e+01
2.454000000000000000e+03,6.353301410023542463e-04,-6.394000944491211413e+01
2.454200000000000273e+03,3.227248227919584625e-04,-6.982334988850887214e+01
2.454400000000000091e+03,7.129255654761310849e-04,-6.293911500623057265e+01
2.454599999999999909e+03,9.964126814999473090e-04,-6.003121420361598126e+01
2.454800000000000182e+03,8.333594601508466674e-04,-6.158335156136310928e+01
2.455000000000000000e+03,7.213770768322936081e-04,-6.283675204303101225e+01
2.455200000000000273e+03,1.027172861047592626e-03,-5.976712842690598393e+01
2.455400000000000091e+03,5.106118745692139315e-04,-6.583818009191415399e+01
2.455599999999999909e+03,4.133444735166383940e-04,-6.767375519034797549e+01
2.455800000000000182e+03,8.757974212058359338e-04,-6.115192576675890734e+01
2.456000000000000000e+03,7.176663185437696458e-04,-6.288154750094506085e+01
2.456200000000000273e+03,3.247080497138006170e-04,-6.977013622123939740e+01
2.456400000000000091e+03,4.622292465021703828e-04,-6.670284970074864361e+01
2.456599999999999909e+03,5.838130110127904811e-04,-6.467452312095907985e+01
2.456800000000000182e+03,8.782792163534180758e-04,-6.112734689691799161e+01
2.457000000000000000e+03,2.422239008741984697e-04,-7.231565653593180798e+01
2.457200000000000273e+03,6.595419534399731649e-04,-6.361515015869330369e+01
2.457400000000000091e+03,1.056305073835991579e-03,-5.952421186017355126e+01
2.457600000000000364e+03,1.055823543233480556e-03,-5.952817233996004376e+01
2.457800000000000182e+03,7.350291558647540453e-04,-6.267390749293473107e+01
2.458000000000000000e+03,4.340525157955435216e-04,-6.724915244363793931e+01
2.458200000000000273e+03,2.034828090149890618e-04,-7.382944124545225861e+01
2.458400000000000091e+03,5.016764306074089413e-04,-6.599152431255669171e+01
2.458600000000000364e+03,5.685308390057808997e-04,-6.490491792739216237e+01
2.458800000000000182e+03,5.951233403438142486e-04,-6.450785887366603788e+01
2.459000000000000000e+03,5.742083756626235012e-04,-6.481860802688633783e+01
2.459200000000000273e+03,7.519293351410228201e-04,-6.247645827770995908e+01
2.459400000000000091e+03,6.152474837792649932e-04,-6.421900166395035114e+01
2.459600000000000364e+03,2.382347839187779913e-04,-7.245989291884444583e+01
2.459800000000000182e+03,2.846715436607862699e-04,-7.091311582144305703e+01
2.460000000000000000e+03,3.048129620623030948e-04,-7.031932852486187357e+01
2.460200000000000273e+03,7.043353185033328096e-04,-6.304440943891771099e+01
2.460400000000000091e+03,7.234051159224595554e-04,-6.281236728394649305e+01
2.460600000000000364e+03,1.091317304161521558e-03,-5.924097837360613994e+01
2.460800000000000182e+03,8.691785440723206893e-04,-6.121781905879942087e+01
2.461000000000000000e+03,4.853250359522815090e-04,-6.627934430257633380e+01
2.461200000000000273e+03,6.990912026791036083e-05,-8.310931083490012838e+01
2.461400000000000091e+03,9.485831983286296910e-04,-6.045849052447717042e+01
2.461600000000000364e+03,1.743736802332711625e-03,-5.517038082940702282e+01
2.461800000000000182e+03,1.243294269672417032e-03,-5.810852066145943695e+01
2.462000000000000000e+03,3.718664102310156546e-04,-6.859225863646537391e+01
2.462200000000000273e+03,1.782196258928150294e-04,-7.498088457250582906e+01
2.462400000000000091e+03,4.724302053279943818e-04,-6.651324502326303900e+01
2.462600000000000364e+03,5.517896858174947119e-04,-6.516452686017964879e+01
2.462800000000000182e+03,6.820271865404453973e-04,-6.332396499493824393e+01
2.463000000000000000e+03,6.563596535188772740e-04,-6.365716113496687001e+01
2.463200000000000273e+03,4.936862202667337968e-04,-6.613097813274049486e+01
2.463400000000000091e+03,9.348153982497213953e-05,-8.058547355916695665e+01
2.463600000000000364e+03,4.348202545350501966e-04,-6.723380268383317571e+01
2.463800000000000182e+03,5.082330846164496681e-04,-6.587873963005409905e+01
2.464000000000000000e+03,7.314567504063197766e-04,-6.271622576761984647e+01
2.464200000000000273e+03,1.014057286670773557e-03,-5.987874934168608121e+01
2.464400000000000091e+03,4.697966786128313739e-04,-6.656179930993658900e+01
2.464600000000000364e+03,6.007602713727852334e-04,-6.442597445821857605e+01
2.464800000000000182e+03,3.068505667134035315e-04,-7.026145857521137827e+01
2.465000000000000000e+03,2.818396532653536868e-04,-7.099995500053445596e+01
2.465200000000000273e+03,2.558335066535200432e-04,-7.184084813182163032e+01
2.465400000000000091e+03,4.627020706297894546e-04,-6.669396926263536329e+01
2.465600000000000364e+03,5.472674243215485502e-05,-8.523599217139104667e+01
2.465800000000000182e+03,9.498925841654671165e-04,-6.044650914279979759e+01
2.466000000000000000e+03,9.144761652259342840e-04,-6.077655123874686183e+01
2.466200000000000273e+03,3.471023740407244576e-04,-6.919084581597508077e+01
2.466400000000000091e+03,1.743018920497817767e-04,-7.517395298857647390e+01
2.466600000000000364e+03,2.535266837619380861e-04,-7.191952305990197658e+01
2.466800000000000182e+03,4.902367105094590071e-04,-6.619188163805888792e+01
2.467000000000000000e+03,1.495311181450493555e-03,-5.650536780238762447e+01
2.467200000000000273e+03,1.199315076308482379e-03,-5.842133341318077555e+01
2.467400000000000091e+03,6.693709994286732535e-04,-6.348666085090645339e+01
2.467600000000000364e+03,6.862139930304882130e-04,-6.327080733846416649e+01
2.467800000000000182e+03,3.100064114029773719e-04,-7.017258368223816944e+01
2.468000000000000000e+03,2.226148882162191553e-04,-7.304891197698366057e+01
2.468200000000000273e+03,2.006361315513704861e-04,-7.395181275811742694e+01
2.468400000000000091e+03,2.557202544381228853e-04,-7.184469404578221940e+01
2.468600000000000364e+03,7.290426967220016560e-04,-6.274493953419842995e+01
2.468800000000000182e+03,6.233108410511961021e-04,-6.410590499636643358e+01
2.469000000000000000e+03,2.672282187204220332e-04,-7.146235041402461263e+01
2.469200000000000273e+03,1.130006619147907418e-04,-7.893837256497342025e+01
2.469400000000000091e+03,1.439781682394645514e-04,-7.683406108808401314e+01
2.469600000000000364e+03,1.118820636865023850e-04,-7.902478286817283504e+01
2.469800000000000182e+03,1.126348029127892804e-04,-7.896654021924801725e+01
2.470000000000000000e+03,5.591136555124353192e-04,-6.504999645889883197e+01
2.470200000000000273e+03,1.986528533291950739e-04,-7.403809948002654551e+01
2.470400000000000091e+03,6.413349009391494790e-04,-6.385830115518910333e+01
2.470600000000000364e+03,5.278492686320706293e-04,-6.554979987148904286e+01
2.470800000000000182e+03,3.605292407585356700e-04,-6.886118771120706583e+01
2.471000000000000000e+03,5.036054678821934522e-04,-6.595818953922848493e+01
2.471200000000000273e+03,5.358728927705145879e-04,-6.541876260446446167e+01
2.471400000000000091e+03,7.817269197280913781e-04,-6.213889753529762316e+01
2.471600000000000364e+03,1.031399684395284269e-03,-5.973145927429187907e+01
2.471800000000000182e+03,3.081229815290483344e-04,-7.022551534847883659e+01
2.472000000000000000e+03,9.738931808346281771e-04,-6.022977260953081213e+01
2.472200000000000273e+03,7.491560838339704270e-04,-6.250855262581842453e+01
2.472400000000000091e+03,7.550041147953543037e-04,-6.244101247848231395e+01
2.472600000000000364e+03,5.028068045043168535e-04,-6.597197534495879268e+01
2.472800000000000182e+03,3.628356558207634637e-04,-6.880579843496795434e+01
2.473000000000000000e+03,4.162199430930101063e-04,-6.761354020304978008e+01
2.473200000000000273e+03,4.193673327698774884e-04,-6.754810597991740906e+01
2.473400000000000091e+03,6.807348973876348013e-04,-6.334043842461669271e+01
2.473600000000000364e+03,6.970486966109757428e-04,-6.313473636466554950e+01
2.473800000000000182e+03,8.653227913995888403e-04,-6.125643614465174380e+01
2.474000000000000000e+03,3.609552408945299528e-04,-6.885093055484286140e+01
2.474200000000000273e+03,1.982627629078403562e-04,-7.405517253834804592e+01
2.474400000000000091e+03,2.346010099528141794e-04,-7.259339874933374404e+01
2.474600000000000364e+03,5.392303237947354078e-04,-6.536451225106361562e+01
2.474800000000000182e+03,5.795096390280111412e-04,-6.473878522090731735e+01
2.475000000000000000e+03,6.840781268069512974e-04,-6.329788464606470200e+01
2.475200000000000273e+03,1.024089154245164763e-03,-5.979324381765417229e+01
2.475400000000000091e+03,4.462356168635308630e-04,-6.700871343156144633e+01
2.475600000000000364e+03,1.145522598784487272e-04,-7.881991919075201736e+01
2.475800000000000182e+03,1.713947706931445627e-04,-7.532004358559549928e+01
2.476000000000000000e+03,5.218018117794524834e-04,-6.564988668126844118e+01
2.476200000000000273e+03,6.045725017964763848e-04,-6.437103076401150759e+01
2.476400000000000091e+03,1.222006207811124844e-04,-7.825852464940830089e+01
2.476600000000000364e+03,6.118283386620115448e-04,-6.426740680505427861e+01
2.476800000000000182e+03,8.875355029425079046e-04,-6.103628432937085080e+01
2.477000000000000000e+03,6.673986296538877679e-04,-6.351229248658321325e+01
2.477200000000000273e+03,4.168020951419883343e-04,-6.760140004870316943e+01
2.477400000000000091e+03,3.738244239045352031e-04,-6.854664422249030054e+01
2.477600000000000364e+03,2.920920554912488924e-04,-7.068960212808195820e+01
2.477800000000000182e+03,3.712130253275932245e-04,-6.860753352855860498e+01
2.478000000000000000e+03,4.060170045073807957e-04,-6.782911340546601764e+01
2.478200000000000273e+03,3.144917637613203233e-04,-7.004781171466166256e+01
2.478400000000000091e+03,3.806562735117468297e-04,-6.838933788419079463e+01
2.478600000000000364e+03,7.263383876217230058e-04,-6.277721885189870221e+01
2.478800000000000182e+03,5.824533793578641613e-04,-6.469477512157490651e+01
2.479000000000000000e+03,4.985664034854580271e-04,-6.604553806418218187e+01
2.479200000000000273e+03,2.946332953317072059e-04,-7.061436058867946031e+01
2.479400000000000091e+03,7.115221966603777837e-04,-6.295622972143667795e+01
2.479600000000000364e+03,3.476911819482935242e-04,-6.917612397461303431e+01
2.479800000000000182e+03,3.483308390658329209e-04,-6.916015898807785334e+01
2.480000000000000000e+03,9.911234791676465372e-04,-6.007744383452220660e+01
2.480200000000000273e+03,1.066258125241607282e-03,-5.944275211225367883e+01
2.480400000000000091e+03,8.424113804690212468e-04,-6.148951446346062255e+01
2.480600000000000364e+03,2.097140765830683153e-04,-7.356744420865256018e+01
2.480800000000000182e+03,1.190655302935555808e-04,-7.848427169360431321e+01
2.481000000000000000e+03,2.534167660687922921e-04,-7.192328968353841390e+01
2.481200000000000273e+03,1.705419419824819450e-04,-7.536337082606752347e+01
2.481400000000000091e+03,2.229028114237957775e-04,-7.303768517978677721e+01
2.481600000000000364e+03,1.152581022376966208e-04,-7.876656317389546302e+01
2.481800000000000182e+03,4.626744222389079500e-04,-6.669448829639489418e+01
2.482000000000000000e+03,5.246585174300207087e-04,-6.560246379057302590e+01
2.482200000000000273e+03,4.406257321238238496e-04,-6.711860090993421579e+01
2.482400000000000091e+03,4.790117215308220132e-04,-6.639307537002807180e+01
2.482600000000000364e+03,8.401920959580937067e-04,-6.151242713361054371e+01
2.482800000000000182e+03,5.005354417554177052e-04,-6.601130157886922234e+01
2.483000000000000000e+03,6.760973726831654308e-05,-8.339980218752145902e+01
2.483200000000000273e+03,3.252972097608149995e-04,-6.975439056718582265e+01
2.483400000000000091e+03,3.650342054567413301e-04,-6.875332638372196925e+01
2.483600000000000364e+03,5.845036911539342123e-04,-6.466425335225346771e+01
2.483800000000000182e+03,8.754900878121731501e-04,-6.115497433947840022e+01
2.484000000000000000e+03,5.620486141115370099e-04,-6.500452082908238083e+01
2.484200000000000273e+03,4.814090069767342655e-04,-6.634971396579258851e+01
2.484400000000000091e+03,7.522770077609932174e-04,-6.247244307637306093e+01
2.484600000000000364e+03,3.124511370581900408e-04,-7.010435503065431817e+01
2.484800000000000182e+03,2.327546106567300176e-04,-7.266203041389080397e+01
2.485000000000000000e+03,2.904457116311893214e-04,-7.073869763757346618e+01
2.485200000000000273e+03,7.290001290201539828e-04,-6.274544670491146547e+01
2.485400000000000091e+03,1.115804798606106346e-03,-5.904823472564095255e+01
2.485600000000000364e+03,1.194295616075286654e-03,-5.845776251005307955e+01
2.485800000000000182e+03,9.892781722425011970e-04,-6.009363058664771273e+01
2.486000000000000000e+03,1.234966904503799218e-03,-5.816689291210825274e+01
2.486200000000000273e+03,1.219972912860106239e-03,-5.827299552577669317e+01
2.486400000000000091e+03,2.477109552377430705e-04,-7.212109221211790100e+01
2.486600000000000364e+03,7.064433958682987116e-04,-6.301845138017134218e+01
2.486800000000000182e+03,9.671977651835034087e-04,-6.028969341457611364e+01
2.487000000000000000e+03,6.855114892851911154e-04,-6.327970397226508936e+01
2.487200000000000273e+03,7.225698458578123408e-04,-6.282240212354572151e+01
2.487400000000000091e+03,8.734693840796757059e-04,-6.117504526244318441e+01
2.487600000000000364e+03,2.870038110884391724e-04,-7.084224369928853093e+01
2.487800000000000182e+03,4.763035674988943093e-04,-6.644232148887799383e+01
2.488000000000000000e+03,5.433567117653940667e-04,-6.529829768116606203e+01
2.488200000000000273e+03,1.129495290023108719e-03,-5.894231074580837770e+01
2.488400000000000091e+03,1.130893721921606915e-03,-5.893156336954039887e+01
2.488600000000000364e+03,5.771846140328678546e-04,-6.477370358272411011e+01
2.488800000000000182e+03,4.502063134978535777e-04,-6.693176644939821074e+01
2.489000000000000000e+03,2.693764882018104029e-04,-7.139280303911971259e+01
2.489200000000000273e+03,7.146757230182273308e-04,-6.291781819056021163e+01
2.489400000000000091e+03,7.712034225585294358e-04,-6.225661990823942915e+01
2.489600000000000364e+03,4.538047686801510868e-04,-6.686261698129220576e+01
2.489800000000000182e+03,6.467952460119388782e-05,-8.378465018783688834e+01
2.490000000000000000e+03,3.787403670313366612e-04,-6.843316579251434462e+01
2.490200000000000273e+03,1.082112679096940231e-03,-5.931454948353457723e+01
2.490400000000000091e+03,1.249476259614770235e-03,-5.806543912826131759e+01
2.490600000000000364e+03,9.322655326424885390e-04,-6.060920650927253917e+01
2.490800000000000182e+03,6.786596691209185800e-04,-6.336695789952553781e+01
2.491000000000000000e+03,2.507441582409584871e-04,-7.201538006089214150e+01
2.491200000000000273e+03,4.048093691891373300e-04,-6.785498674310369438e+01
2.491400000000000091e+03,4.158074458899722685e-04,-6.762215267100779670e+01
2.491600000000000364e+03,5.089352521887374140e-04,-6.586674761341492967e+01
2.491800000000000182e+03,1.671136195299410311e-04,-7.553975788764250865e+01
2.492000000000000000e+03,3.618388359452010959e-04,-6.882969404768178379e+01
2.492200000000000273e+03,2.586388412413175453e-04,-7.174612172422405365e+01
2.492400000000000091e+03,3.307681139859275235e-04,-6.960952463497633858e+01
2.492600000000000364e+03,6.821915225349264216e-04,-6.332187236257691865e+01
2.492800000000000182e+03,4.634910451247049282e-04,-6.667917117042046016e+01
2.493000000000000000e+03,6.999491526108050183e-04,-6.309866891714403181e+01
2.493200000000000273e+03,1.199012693565219747e-03,-5.842352365837104600e+01
2.493400000000000091e+03,6.319944126605731190e-04,-6.398573384990860546e+01
2.493600000000000364e+03,2.213060317391792899e-04,-7.310013105777674980e+01
2.493800000000000182e+03,7.210878973859772710e-05,-8.284022382449433053e+01
2.494000000000000000e+03,5.651289080094349217e-04,-6.495704799684523323e+01
2.494200000000000273e+03,7.579235578357774354e-04,-6.240749073301530103e+01
2.494400000000000091e+03,8.651861594138743469e-04,-6.125780772983041800e+01
2.494600000000000364e+03,4.997106358108042859e-04,-6.602562640104996206e+01
2.494800000000000182e+03,5.679174356497880853e-04,-6.491429442705756969e+01
2.495000000000000000e+03,9.455542371683862014e-04,-6.048627017922750326e+01
2.495200000000000273e+03,4.953146039724476380e-04,-6.610237558614899456e+01
2.495400000000000091e+03,5.338319237266768739e-04,-6.545190754275643030e+01
2.495600000000000364e+03,9.203529553552877588e-04,-6.072091083179554261e+01
2.495800000000000182e+03,6.877485440934175262e-04,-6.325140514310806594e+01
2.496000000000000000e+03,1.507876197946012942e-04,-7.643268052245556987e+01
2.496200000000000273e+03,1.548732177713476731e-04,-7.620046795763980185e+01
2.496400000000000091e+03,3.432555759605259013e-04,-6.928764545368400718e+01
2.496600000000000364e+03,2.694672524224708517e-04,-7.138987689315513308e+01
2.496800000000000182e+03,1.054122640814534413e-04,-7.954216893286285028e+01
2.497000000000000000e+03,7.643668149362047200e-05,-8.233395215944362633e+01
2.497200000000000273e+03,1.854401491870129900e-04,-7.463591995585893812e+01
2.497400000000000091e+03,3.048401003332418930e-04,-7.031855523275950759e+01
2.497600000000000364e+03,4.702012729574659897e-04,-6.655432214195103313e+01
2.497800000000000182e+03,3.761112786282595614e-04,-6.849367055033889073e+01
2.498000000000000000e+03,5.054969003942936558e-04,-6.592562834314392717e+01
2.498200000000000273e+03,1.144141776238364813e-03,-5.883040237367440284e+01
2.498400000000000091e+03,1.145383839802630250e-03,-5.882097821429131557e+01
2.498600000000000364e+03,3.898749380184230958e-04,-6.818149139769680289e+01
2.498800000000000182e+03,3.065271866163564430e-04,-7.027061718314337213e+01
2.499000000000000000e+03,7.834144267361677419e-04,-6.212016759314204251e+01
2.499200000000000273e+03,4.468939443368940743e-04,-6.699590866104915676e+01
2.499400000000000091e+03,5.802852347383376458e-04,-6.472716810008957111e+01
2.499600000000000364e+03,2.257569484131830560e-04,-7.292717363188020840e+01
2.499800000000000182e+03,6.650879073576606562e-04,-6.354241766293354488e+01
2.500000000000000000e+03,3.539818162330480135e-04,-6.902037848156362543e+01
2.500200000000000273e+03,5.956339237901362186e-04,-6.450041004907974695e+01
2.500400000000000091e+03,4.933736622823382719e-05,-8.613646315746562721e+01
2.500600000000000364e+03,3.073620469011762910e-04,-7.024699237915845629e+01
2.500800000000000182e+03,2.629908779473826008e-04,-7.160118299939685471e+01
2.501000000000000000e+03,4.626641938124674861e-04,-6.669468031899610594e+01
2.501200000000000273e+03,8.209048495182434159e-04,-6.171414251630750414e+01
2.501400000000000091e+03,7.892700208200243176e-04,-6.205548675698290140e+01
2.501600000000000364e+03,4.368564629305258964e-04,-6.719322270926059559e+01
2.501800000000000182e+03,2.166531376456121399e-04,-7.328469633050420384e+01
2.502000000000000000e+03,4.358656623344488580e-04,-6.721294487765058534e+01
2.502200000000000273e+03,3.784665008646382754e-04,-6.843944880677589993e+01
2.502400000000000091e+03,2.088999949288000116e-04,-7.360122725333354765e+01
2.502600000000000364e+03,3.117709856000490084e-04,-7.012328329587673181e+01
2.502800000000000182e+03,6.805074364597583176e-04,-6.334334121451015420e+01
2.503000000000000000e+03,3.569156683792712209e-04,-6.894868529368419274e+01
2.503200000000000273e+03,7.919335294889757852e-05,-8.202621441510289912e+01
2.503400000000000091e+03,4.512206795454318134e-04,-6.691221817011670225e+01
2.503600000000000364e+03,7.368919750114615854e-04,-6.265192228241699013e+01
2.503800000000000182e+03,6.954387599788736064e-04,-6.315482090627745748e+01
2.504000000000000000e+03,8.061982007784868759e-04,-6.187116243086114764e+01
2.504200000000000273e+03,4.074909595763888241e-04,-6.779763830629526922e+01
2.504400000000000091e+03,2.570507259023816480e-04,-7.179961992819565353e+01
2.504600000000000364e+03,5.351022218938704389e-04,-6.543126329097995608e+01
2.504800000000000182e+03,3.284032644143481706e-04,-6.967184804572296741e+01
2.505000000000000000e+03,2.031745492047738657e-04,-7.384260962828496133e+01
2.505200000000000273e+03,4.031954362852555539e-04,-6.788968569084451588e+01
2.505400000000000091e+03,6.446030271334274439e-04,-6.381415183891558485e+01
2.505600000000000364e+03,5.259734112966640450e-04,-6.558072253849792332e+01
2.505800000000000182e+03,4.335365942939853248e-04,-6.725948276398777637e+01
2.506000000000000000e+03,9.241533929161454067e-05,-8.068510935503014991e+01
2.506200000000000273e+03,4.833882630512578195e-04,-6.631407617759330719e+01
2.506400000000000091e+03,7.135680233461800604e-04,-6.293129118172131342e+01
2.506600000000000364e+03,7.292277668554742387e-04,-6.274273486972369085e+01
2.506800000000000182e+03,4.476810554152776847e-04,-6.698062372642115747e+01
2.507000000000000000e+03,5.484739870231516382e-04,-6.521687772199317124e+01
2.507200000000000273e+03,3.518348754424915361e-04,-6.907321980202480916e+01
2.507400000000000091e+03,6.164679555978280453e-05,-8.420177577802446933e+01
2.507600000000000364e+03,3.893504671903746613e-04,-6.819318376608991628e+01
2.507800000000000182e+03,4.299100366711295479e-04,-6.733244629428996575e+01
2.508000000000000000e+03,9.382637636390659883e-04,-6.055350019601220879e+01
2.508200000000000273e+03,6.946537500294269578e-04,-6.316463105845134152e+01
2.508400000000000091e+03,2.089377929891307628e-04,-7.359965578405140718e+01
2.508600000000000364e+03,5.625560683927750306e-04,-6.499668217881345811e+01
2.508800000000000182e+03,3.817866552688393045e-04,-6.836358283961344284e+01
2.509000000000000000e+03,2.640886638976524528e-04,-7.156500152383996749e+01
2.509200000000000273e+03,7.066962832576492541e-04,-6.301534262638036665e+01
2.509400000000000091e+03,5.374734353719469448e-04,-6.539285830173130876e+01
2.509600000000000364e+03,5.503787717387404257e-04,-6.518676492798722677e+01
2.509800000000000182e+03,6.562307351126025687e-04,-6.365886733499986860e+01
2.510000000000000000e+03,5.667365385710849491e-04,-6.493237420085293365e+01
2.510200000000000273e+03,4.266110087227561586e-04,-6.739935679891415532e+01
2.510400000000000091e+03,2.871947420483447560e-04,-7.083646728372407608e+01
2.510600000000000364e+03,3.966700542704791783e-04,-6.803140949811746907e+01
2.510800000000000182e+03,4.777511441397426224e-04,-6.641596346600022116e+01
2.511000000000000000e+03,7.670874088140648044e-04,-6.230310178419600220e+01
2.511200000000000273e+03,7.552722202361080795e-04,-6.243792862696214740e+01
2.511400000000000091e+03,9.678884099539214773e-04,-6.028349331458394289e+01
2.511600000000000364e+03,1.009046522191569487e-03,-5.992177534141124795e+01
2.511800000000000182e+03,9.974591116125315193e-04,-6.002209709144653971e+01
2.512000000000000000e+03,6.666808146404320503e-04,-6.352163954860574790e+01
2.512200000000000273e+03,8.822626273254745299e-04,-6.108804135774797572e+01
2.512400000000000091e+03,1.015018325475960112e-03,-5.987052147994334206e+01
2.512600000000000364e+03,5.746070705071435088e-04,-6.481257917522620460e+01
2.512800000000000182e+03,6.016020946816893729e-04,-6.441381176161256406e+01
2.513000000000000000e+03,8.483642122257125870e-04,-6.142835218098397831e+01
2.513200000000000273e+03,3.884018664650757649e-04,-6.821437159882498236e+01
2.513400000000000091e+03,5.789283378816673445e-04,-6.474750233353024953e+01
2.513600000000000364e+03,3.757380399829758871e-04,-6.850229437696285117e+01
2.513800000000000182e+03,2.645623621776732473e-04,-7.154943552538864537e+01
2.514000000000000000e+03,2.784776252224414298e-04,-7.110419074588129718e+01
2.514200000000000273e+03,1.881119313462936541e-04,-7.451166853554153136e+01
2.514400000000000091e+03,1.833841226697113618e-04,-7.473276062547141407e+01
2.514600000000000364e+03,3.609263435092903687e-04,-6.885162595817503473e+01
2.514800000000000182e+03,4.761649072448686441e-04,-6.644485047004891953e+01
2.515000000000000000e+03,5.053736426122168446e-04,-6.592774652393975998e+01
2.515200000000000273e+03,8.292931391123540587e-04,-6.162583750456064990e+01
2.515400000000000091e+03,7.338181104370555645e-04,-6.268823029983814621e+01
2.515600000000000364e+03,9.250997948981306901e-04,-6.067622736769305192e+01
2.515800000000000182e+03,1.094033251317946603e-03,-5.921938876896270898e+01
2.516000000000000000e+03,5.416939057643463309e-04,-6.532491940337025937e+01
2.516200000000000273e+03,8.759189109244711329e-05,-8.115071202809177464e+01
2.516400000000000091e+03,2.068039502727767054e-04,-7.368881919609847841e+01
2.516600000000000364e+03,4.524716869138312343e-04,-6.688816990573393184e+01
2.516800000000000182e+03,4.534949304773584983e-04,-6.686854935391173171e+01
2.517000000000000000e+03,4.258994807210526824e-04,-6.741385574938780678e+01
2.517200000000000273e+03,5.477849582537205669e-04,-6.522779636046038831e+01
2.517400000000000091e+03,2.062892329381704238e-04,-7.371046456955916426e+01
2.517600000000000364e+03,2.972075099758634005e-05,-9.053877519145626707e+01
2.517800000000000182e+03,4.959770083441948944e-04,-6.609076735524534740e+01
2.518000000000000000e+03,7.630510696593122502e-05,-8.234891650711112732e+01
2.518200000000000273e+03,7.705207687994935920e-04,-6.226431188695201513e+01
2.518400000000000091e+03,7.151782411142457727e-04,-6.291171292890159350e+01
2.518600000000000364e+03,1.909846803924823450e-04,-7.438002480739334032e+01
2.518800000000000182e+03,7.337284351829970663e-04,-6.268929181200232392e+01
2.519000000000000000e+03,3.815570984513939347e-04,-6.836880697280369645e+01
2.519200000000000273e+03,3.314131153359516926e-04,-6.959260355544597587e+01
2.519400000000000091e+03,2.803599719545146383e-04,-7.104567674453284098e+01
2.519600000000000364e+03,9.101874110368436861e-04,-6.081738255754164157e+01
2.519800000000000182e+03,5.561213978627453777e-04,-6.509660632350414744e+01
2.520000000000000000e+03,3.034205526767425791e-04,-7.035909723576595809e+01
2.520200000000000273e+03,1.337882720883980421e-03,-5.747163845590861087e+01
2.520400000000000091e+03,1.508743874002369065e-03,-5.642768902969298495e+01
2.520600000000000364e+03,5.995445611485046480e-04,-6.444356919982948284e+01
2.520800000000000182e+03,3.447725936306679766e-04,-6.924934276153653911e+01
2.521000000000000000e+03,7.560650135328063782e-04,-6.242881601510106293e+01
2.521200000000000273e+03,3.499160502944607910e-04,-6.912072024597499365e+01
2.521400000000000091e+03,4.128311542373335765e-04,-6.768454861962317182e+01
2.521600000000000364e+03,7.761898722850638869e-04,-6.220063944550921065e+01
2.521800000000000182e+03,1.223009280503860969e-03,-5.825140423808964840e+01
2.522000000000000000e+03,1.451327662556642232e-03,-5.676468994014777536e+01
2.522200000000000273e+03,7.311450095885469640e-04,-6.271992841051780232e+01
2.522400000000000091e+03,7.027831169071728631e-04,-6.306357236788416287e+01
2.522600000000000364e+03,7.852833680636666855e-04,-6.209947090602291553e+01
2.522800000000000182e+03,2.578631373868547081e-04,-7.177221138431127656e+01
2.523000000000000000e+03,1.046340362772152149e-03,-5.960653959723745743e+01
2.523200000000000273e+03,5.038226237907070379e-04,-6.595444497040824672e+01
2.523400000000000091e+03,1.935082157319240016e-04,-7.426600734169853979e+01
2.523600000000000364e+03,5.470229678571109522e-04,-6.523988718331983705e+01
2.523800000000000182e+03,7.062932170767998764e-04,-6.302029806017840485e+01
2.524000000000000000e+03,4.374691030402287563e-04,-6.718105030062589833e+01
2.524200000000000273e+03,3.196822167298066339e-04,-6.990562772242773804e+01
2.524400000000000091e+03,8.137778660841744416e-04,-6.178988146629770029e+01
2.524600000000000364e+03,6.280062541600034453e-04,-6.404071924109474878e+01
2.524800000000000182e+03,1.122812403146523376e-04,-7.899384823571753600e+01
2.525000000000000000e+03,9.935281456799104419e-04,-6.005639563059919794e+01
2.525200000000000273e+03,1.330930712999716043e-03,-5.751689040535883635e+01
2.525400000000000091e+03,5.132261539477286786e-04,-6.579382271028394769e+01
2.525600000000000364e+03,5.303057370381329032e-04,-6.550947185214126023e+01
2.525800000000000182e+03,8.169686890927479800e-04,-6.175589069269830134e+01
2.526000000000000000e+03,9.867987309758231591e-04,-6.011542747349301408e+01
